Date,ToolScanTime
2023-09-11,0.4629
2023-09-12,0.46155
2023-09-13,0.48534999999999995
2023-09-14,0.4829
2023-09-15,0.5058
2023-09-18,0.5271
2023-09-19,0.53035
2023-09-20,0.5397500000000001
2023-09-21,0.54605
2023-09-22,0.5668
